,rcx,rcy,rcz,vcx,vcy,vcz,qcw,qcx,qcy,qcz,wcx,wcy,wcz,qtw,qtx,qty,qtz,wtx,wty,wtz
0,0.04314048650116274,-9.646467437375149,-0.4412206444770607,0.00922568410635673,0.014312443625544687,0.002809499980241667,0.9999863775517583,0.0025957180417881484,-0.002090789801999209,-0.004016908856790638,0.0014474511305511404,0.00031396830378202197,-0.0007075123427348906,0.9826849108152096,-0.11712048885940692,-0.13225343871530632,0.0558765164752963,0.004692526362428455,-0.0004910791717200381,-0.005432052233710834
1,0.45890386954329393,-9.495892782290392,-0.021879379835885206,-0.05933978155794063,0.04841974595669102,0.05759037686225229,0.9999844114201212,0.0021752943325625235,-0.005140499754618412,0.000142385369468734,-0.001133637392945088,0.0011725554075655842,0.0004429691400341427,0.9778607323051621,-0.029191355143820156,-0.16975038346089188,-0.11883206770632092,-0.0025589206059152122,0.00012522766306959502,-0.00012997378083949384
2,-0.23659141598287495,-9.904202043367588,0.03715290213749779,0.04841591207788475,-0.016239712069727377,0.06225230153678968,0.9999976795585998,0.0012173354193019722,-0.0016533026467021044,0.0006523513250816449,-3.643025954268157e-05,0.00039887017364536415,-0.00042332817821684113,0.9889710470905387,0.08158473767751079,0.06808772352867193,-0.10317102548399093,0.0016326896302216295,0.0019540735952010657,-0.0026248240475370997
3,-0.08788770020524644,-9.949622498364276,0.09196018877796502,-0.004945947396940849,0.00028192540771187336,-0.004891538597909607,0.9999854816109681,0.004240086223537233,0.0024343030739891274,0.002265481105887323,0.0001549683057925603,-0.0001283485245375448,0.0003215883300302121,0.9925883027987771,0.022477529890629355,-0.05766522174098287,0.10458462601464193,0.005553546128645021,0.0008147355611623437,0.044098045977840936
4,-0.027874428794363366,-10.131734500825496,0.4850695344821072,-0.03730622815302816,0.0320901033632756,0.0004638924857867175,0.9999976764201537,0.0019458118502797678,0.00029752462762742894,-0.0008788911381918003,-0.0005829129952997015,0.0004783637035434485,-0.0003450092641076422,0.9508987591326991,0.26610179212788226,0.08583877601900151,0.13271431964103264,0.009266013714018978,0.013840539574218283,-0.021102559935766752
5,0.08323421147142496,-10.029553684473651,-0.02016909708013432,0.002115478316270213,0.007986462884072443,-0.0036206645187937085,0.999991321332429,0.0006503510421046985,-0.0029296639288312236,0.002889874151046236,-0.0004864873165157558,0.00036508699629913025,-0.00044475932077693586,0.9960626681503817,0.02024236628257136,-0.002354302889897274,-0.08627783598542306,0.04231612067093707,-0.019755426039829087,-0.009746422367593764
6,-0.3441009177743112,-9.289588762029041,0.4573375548606519,0.010768963412989474,-0.022386531505436486,0.0074485040242399485,0.9999998520046185,2.511207744478583e-05,-0.000415621342404768,-0.00035016999364470883,-0.0005657100529852395,-0.00037889304158097314,-3.8983824821743574e-07,0.966622640490976,0.006791876699602426,0.1172528077915634,0.22769787079844533,0.010518987536217952,0.00705727705662213,0.010841624459179385
7,0.15805490068335457,-9.629938431878768,0.4091387930450193,-0.032267904186239656,-0.005480852260782469,-0.0289151632373906,0.9999948845855768,0.003008355240054077,0.00037907543179023533,-0.0010182844619509815,0.00045093861846552924,0.0005897179867701329,-7.438906814733494e-05,0.9774635244136016,-0.11477920150090994,-0.16622314696749904,0.06132421019446711,0.007931990809293729,-0.011336010533535648,-0.012671155321084062
8,-0.13318919995558823,-10.751002345388475,0.16642978139856116,-0.0541652021357309,0.0042331543133740535,0.07609142087712258,0.9999999988566504,-7.199897067424596e-06,4.575644777640145e-05,1.1883108496985794e-05,6.663294090846377e-05,-0.0003065905251907986,-0.00024996864289304,0.9992902326673971,0.012108415716281847,-0.026230128255317387,0.024174315628175368,-0.001072093174051339,0.001691751403357131,0.002199953926397354
9,0.23134198244240128,-9.298541219095911,0.11938630341940189,0.015893541250513465,-0.03430788911546614,0.007345517877004735,0.9999881850173348,-0.001563902175594715,-0.004049338046614848,-0.0021878978737842657,0.0006252418099225581,0.0013507221091931575,-0.0001288932740736538,0.9983988428899314,-0.016267040917099875,0.03775877380638194,-0.03885111190797412,0.00396712849337178,-0.008255108787497635,0.02181545854984884
10,-0.12659498667306213,-10.011211485156954,-0.2970828325993408,0.00896300803531976,0.01666405469936963,0.01794097202882575,0.9999947364819307,3.155555160222194e-05,0.0022171105928253786,0.0023686353244982486,-0.00041377172926202556,-0.0008143438843317754,-0.0006628800030933862,0.9803821530392797,-0.08639853418734787,-0.15098594449966926,0.09267886412708633,-0.003486859924334615,-0.00351838348140467,-0.004568605538882921
